Datum;Časová zóna;Typ;Detail;Částka [CZK];Název projektu;Odkaz na projekt;Typ projektu
2024-10-07 16:53:03;+02:00;Investice;Investice do příležitosti;-600,86;Bytový dům Brno-Veveří 1: 1. etapa;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-veveri-1:-1.-etapa-87;crowdfunding
2024-10-07 11:22:39;+02:00;Investice;Investice do příležitosti;-525,40;Rotunda Bratislava 1: 5. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-5.-etapa-224;crowdfunding
2024-10-07 11:20:28;+02:00;Vklad peněz;Bankovní převod;1000,00;;;
2024-10-05 13:16:22;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-10-05 13:16:22;+02:00;Výnos;Výnos z investice;4,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-10-04 14:26:58;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,53;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2024-10-04 14:26:57;+02:00;Výnos;Výnos z investice;4,78;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2024-10-04 14:19:09;+02:00;Výnos;Výnos z investice;7,72;Rodinné domy Hostivice – 4. etapa;https://b3130.preview.investown.net/property/hostivice-praha-zapad-rodinne-domy-hostivice-4.-etapa-472;crowdfunding
2024-10-02 18:45:13;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,84;Hotel Eduard 1: 1. etapa;https://b3130.preview.investown.net/property/rokytnice-hotel-eduard-1:-1.-etapa-17;crowdfunding
2024-10-02 18:45:13;+02:00;Výnos;Výnos z investice;7,58;Hotel Eduard 1: 1. etapa;https://b3130.preview.investown.net/property/rokytnice-hotel-eduard-1:-1.-etapa-17;crowdfunding
2024-10-02 12:50:45;+02:00;Výnos;Výnos z investice;5,11;Ateliéry Neugraf – 1. tranše (E3) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-1.-transe-e3-453;crowdfunding
2024-09-30 17:05:06;+02:00;Výnos;Výnos z investice;2,08;Jáchymovská 463/37-43;https://b3130.preview.investown.net/property/karlovy-vary-bohatice-jachymovska-46337-43-481;legacy
2024-09-30 17:02:48;+02:00;Výnos;Výnos z investice;1,88;Nejdecká 160/8, byt 10;https://b3130.preview.investown.net/property/karlovy-vary-rybare-nejdecka-810-206;legacy
2024-09-30 16:39:04;+02:00;Výnos;Výnos z investice;0,21;Jáchymovská 463/23;https://b3130.preview.investown.net/property/karlovy-vary-jachymovska-46323-468;legacy
2024-09-30 11:31:39;+02:00;Výnos;Výnos z investice;35,74;Bytové jednotky Holandská – 2. tranše;https://b3130.preview.investown.net/property/praha-vrsovice-bytove-jednotky-holandska-2.-transe-698;crowdfunding
2024-09-30 11:20:20;+02:00;Výnos;Výnos z investice;5,71;Areál Hladov – 4. etapa;https://b3130.preview.investown.net/property/hladov-areal-hladov-4.-etapa-20;crowdfunding
2024-09-30 11:18:37;+02:00;Výnos;Výnos z investice;8,74;Ateliéry Neugraf – 2. tranše (E2) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-2.-transe-e2-308;crowdfunding
2024-09-30 11:17:36;+02:00;Výnos;Výnos z investice;13,59;Bytové domy v Děčíně – 1. etapa;https://b3130.preview.investown.net/property/decin-bytove-domy-v-decine-1.-etapa-554;crowdfunding
2024-09-29 19:18:03;+02:00;Výnos;Výnos z investice;13,84;RD Dolní Loučky – 1. tranše (E2) ;https://b3130.preview.investown.net/property/dolni-loucky-brno-venkov-rd-dolni-loucky-1.-transe-e2-498;crowdfunding
2024-09-29 19:14:16;+02:00;Výnos;Výnos z investice;12,91;Areál Zákupy – 1. etapa;https://b3130.preview.investown.net/property/zakupy-areal-zakupy-1.-etapa-573;crowdfunding
2024-09-28 17:22:38;+02:00;Investice;Investice do příležitosti;-587,64;Bytový dům Kutná Hora 1: 1. etapa;https://b3130.preview.investown.net/property/kutna-hora-bytovy-dum-kutna-hora-1:-1.-etapa-633;crowdfunding
2024-09-28 17:22:24;+02:00;Odstoupení;Odstoupení od investice;500,00;Bytový dům Kutná Hora 1: 1. etapa;https://b3130.preview.investown.net/property/kutna-hora-bytovy-dum-kutna-hora-1:-1.-etapa-633;crowdfunding
2024-09-27 16:17:12;+02:00;Výnos;Výnos z investice;14,83;Rodinné domy v Libeži – 1. etapa;https://b3130.preview.investown.net/property/libez-rodinne-domy-v-libezi-1.-etapa-606;crowdfunding
2024-09-27 16:13:49;+02:00;Smluvní pokuta;Úroky z prodlení partnera;0,10;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-09-27 15:54:25;+02:00;Zákonné úroky z prodlení;Zákonné úroky z prodlení partnera;0,01;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-09-27 14:06:00;+02:00;Výnos;Výnos z investice;43,74;Residence Lípové sady 2. etapa;https://b3130.preview.investown.net/property/rousinov-residence-lipove-sady-2.etapa-777;crowdfunding
2024-09-26 18:52:47;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Mělnické stráně 1: 2. etapa;https://b3130.preview.investown.net/property/melnik-melnicke-strane-1:-2.-etapa-990;crowdfunding
2024-09-26 18:52:47;+02:00;Výnos;Výnos z investice;7,49;Mělnické stráně 1: 2. etapa;https://b3130.preview.investown.net/property/melnik-melnicke-strane-1:-2.-etapa-990;crowdfunding
2024-09-26 18:51:18;+02:00;Výnos;Výnos z investice;5,09;Rezidenční bydlení Libochovice – 4. tranše ;https://b3130.preview.investown.net/property/libochovice-rezidencni-bydleni-libochovice-4.-transe-645;crowdfunding
2024-09-26 18:44:38;+02:00;Výnos;Výnos z investice;7,14;Rezidence Jateční – 1. tranše (E1);https://b3130.preview.investown.net/property/prerov-rezidence-jatecni-1.-transe-e1-401;crowdfunding
2024-09-26 17:16:59;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Bytový dům Praha-Hlaváčkova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-hlavackova-1:-1.-etapa-136;crowdfunding
2024-09-26 17:16:58;+02:00;Výnos;Výnos z investice;3,62;Bytový dům Praha-Hlaváčkova 1: 1. etapa;https://b3130.preview.investown.net/property/praha-bytovy-dum-praha-hlavackova-1:-1.-etapa-136;crowdfunding
2024-09-26 16:16:28;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,42;Rodinný dům Praha-Střížkovská 1: 2. etapa;https://b3130.preview.investown.net/property/praha-rodinny-dum-praha-strizkovska-1:-2.-etapa-121;crowdfunding
2024-09-26 16:16:28;+02:00;Výnos;Výnos z investice;3,95;Rodinný dům Praha-Střížkovská 1: 2. etapa;https://b3130.preview.investown.net/property/praha-rodinny-dum-praha-strizkovska-1:-2.-etapa-121;crowdfunding
2024-09-25 18:16:19;+02:00;Investice;Investice do příležitosti;-500,00;Bytový dům Kutná Hora 1: 1. etapa;https://b3130.preview.investown.net/property/kutna-hora-bytovy-dum-kutna-hora-1:-1.-etapa-633;crowdfunding
2024-09-25 18:10:37;+02:00;Vklad peněz;Bankovní převod;500,00;;;
2024-09-24 15:24:01;+02:00;Investice;Investice do příležitosti;-1631,25;Lux Apartments 2: 11. etapa;https://b3130.preview.investown.net/property/senica-lux-apartments-2:-11.-etapa-666;crowdfunding
2024-09-24 12:34:52;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,45;Pozemky Olomouc – Nový Svět 1: 7. etapa;https://b3130.preview.investown.net/property/olomouc-pozemky-olomouc-novy-svet-1:-7.-etapa-80;crowdfunding
2024-09-24 12:34:51;+02:00;Výnos;Výnos z investice;4,26;Pozemky Olomouc – Nový Svět 1: 7. etapa;https://b3130.preview.investown.net/property/olomouc-pozemky-olomouc-novy-svet-1:-7.-etapa-80;crowdfunding
2024-09-24 11:07:37;+02:00;Splacení jistiny;Úspěšný konec investice;1387,86;Lux Apartments – 1. etapa;https://b3130.preview.investown.net/property/senica-lux-apartments-1.-etapa-708;crowdfunding
2024-09-23 22:29:28;+02:00;Výnos;Výnos z investice;4,16;Dvojdům TWIX – 1. tranše (E2);https://b3130.preview.investown.net/property/ujezd-u-pruhonic-praha-ujezd-dvojdum-twix-1.-transe-e2-981;crowdfunding
2024-09-23 21:16:25;+02:00;Výnos;Výnos z investice;16,05;Rezidence Hlaváčkova – 1. tranše (E2);https://b3130.preview.investown.net/property/praha-rezidence-hlavackova-1.-transe-e2-725;crowdfunding
2024-09-23 21:14:45;+02:00;Výnos;Výnos z investice;29,16;Dvojdům TWIX – 1. tranše (E1);https://b3130.preview.investown.net/property/ujezd-u-pruhonic-praha-ujezd-dvojdum-twix-1.-transe-e1-482;crowdfunding
2024-09-23 16:35:37;+02:00;Investice;Investice do příležitosti;-78,32;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-923;crowdfunding
2024-09-23 11:15:37;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Rezidence Lesík – 3. etapa;https://b3130.preview.investown.net/property/kladno-rezidence-lesik-3.-etapa-389;crowdfunding
2024-09-23 11:15:37;+02:00;Výnos;Výnos z investice;7,49;Rezidence Lesík – 3. etapa;https://b3130.preview.investown.net/property/kladno-rezidence-lesik-3.-etapa-389;crowdfunding
2024-09-22 12:44:22;+02:00;Výnos;Výnos z investice;4,69;Rubikon II – 1. etapa;https://b3130.preview.investown.net/property/hradec-kralove-rubikon-ii-1.-etapa-638;crowdfunding
2024-09-21 22:43:15;+02:00;Výnos;Výnos z investice;4,16;Domy v přírodě – 2. tranše (E1);https://b3130.preview.investown.net/property/krizkovy-ujezdec-domy-v-prirode-2.-transe-e1-1;crowdfunding
2024-09-20 17:05:48;+02:00;Výnos;Výnos z investice;167,68;Jesenice City 4;https://b3130.preview.investown.net/property/jesenice-jesenice-city-4-432;crowdfunding
2024-09-20 16:58:37;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,62;Rezidence Výhledy Praha-Podolí 1: 1. etapa;https://b3130.preview.investown.net/property/praha-podoli-rezidence-vyhledy-praha-podoli-1:-1.-etapa-276;crowdfunding
2024-09-20 16:58:36;+02:00;Výnos;Výnos z investice;5,54;Rezidence Výhledy Praha-Podolí 1: 1. etapa;https://b3130.preview.investown.net/property/praha-podoli-rezidence-vyhledy-praha-podoli-1:-1.-etapa-276;crowdfunding
2024-09-20 13:16:23;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,83;Apartmány Klecanda 1: 3. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-1:-3.-etapa-424;crowdfunding
2024-09-20 13:16:23;+02:00;Výnos;Výnos z investice;1,74;Apartmány Klecanda 1: 3. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-1:-3.-etapa-424;crowdfunding
2024-09-19 22:35:10;+02:00;Výnos;Výnos z investice;15,00;Rodinné domy Vítějeves – 1. tranše (E1);https://b3130.preview.investown.net/property/vitejeves-rodinne-domy-vitejeves-1.-transe-e1-576;crowdfunding
2024-09-19 18:16:37;+02:00;Výnos;Výnos z investice;17,39;Pivovar v Lovosicích – 1. etapa;https://b3130.preview.investown.net/property/lovosice-pivovar-v-lovosicich-1.-etapa-746;crowdfunding
2024-09-18 16:16:14;+02:00;Výnos;Výnos z investice;41,66;Rodinné domy Škvorec – 1. etapa;https://b3130.preview.investown.net/property/skvorec-praha-vychod-rodinne-domy-skvorec-1.-etapa-655;crowdfunding
2024-09-17 19:35:38;+02:00;Investice;Investice do příležitosti;-1160,53;Rodinný dům Trutnov 1: 1. etapa;https://b3130.preview.investown.net/property/trutnov-rodinny-dum-trutnov-1:-1.-etapa-569;crowdfunding
2024-09-17 19:35:26;+02:00;Odstoupení;Odstoupení od investice;1116,79;Rodinný dům Trutnov 1: 1. etapa;https://b3130.preview.investown.net/property/trutnov-rodinny-dum-trutnov-1:-1.-etapa-569;crowdfunding
2024-09-17 19:16:01;+02:00;Výnos;Výnos z investice;43,74;Dům v Lomu – 2. etapa;https://b3130.preview.investown.net/property/lom-lom-u-mostu-dum-v-lomu-2.-etapa-368;crowdfunding
2024-09-17 16:24:43;+02:00;Investice;Investice do příležitosti;-1116,79;Rodinný dům Trutnov 1: 1. etapa;https://b3130.preview.investown.net/property/trutnov-rodinny-dum-trutnov-1:-1.-etapa-569;crowdfunding
2024-09-17 16:20:27;+02:00;Vklad peněz;Bankovní převod;1000,00;;;
2024-09-16 14:16:31;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,48;Terasy Březová alej – 1. tranše (E2) ;https://b3130.preview.investown.net/property/liberec-terasy-brezova-alej-1.-transe-e2-253;crowdfunding
2024-09-16 14:16:31;+02:00;Výnos;Výnos z investice;4,53;Terasy Březová alej – 1. tranše (E2) ;https://b3130.preview.investown.net/property/liberec-terasy-brezova-alej-1.-transe-e2-253;crowdfunding
2024-09-15 21:44:09;+02:00;Výnos;Výnos z investice;8,01;RD v Dolních Břežanech – 1. etapa;https://b3130.preview.investown.net/property/dolni-brezany-praha-zapad-rd-v-dolnich-brezanech-1.-etapa-309;crowdfunding
2024-09-15 21:36:08;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,70;Bytový dům Brno-Husovice – 10. etapa ;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-husovice-10.-etapa-749;crowdfunding
2024-09-15 21:36:08;+02:00;Výnos;Výnos z investice;6,60;Bytový dům Brno-Husovice – 10. etapa ;https://b3130.preview.investown.net/property/brno-bytovy-dum-brno-husovice-10.-etapa-749;crowdfunding
2024-09-13 22:44:39;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;1,07;Rodinný dům v Divišově – 1. etapa;https://b3130.preview.investown.net/property/divisov-rodinny-dum-v-divisove-1.-etapa-328;crowdfunding
2024-09-13 22:44:39;+02:00;Výnos;Výnos z investice;10,18;Rodinný dům v Divišově – 1. etapa;https://b3130.preview.investown.net/property/divisov-rodinny-dum-v-divisove-1.-etapa-328;crowdfunding
2024-09-12 20:51:37;+02:00;Výnos;Výnos z investice;16,49;Residence Lípové sady 2. v pořadí – 2. tranše (E1);https://b3130.preview.investown.net/property/rousinov-residence-lipove-sady-2.-v-poradi-2.-transe-e1-914;crowdfunding
2024-09-12 20:50:57;+02:00;Výnos;Výnos z investice;17,49;Meta Development II - 8. etapa ;https://b3130.preview.investown.net/property/kladno-krocehlavy-meta-development-ii-8.-etapa-755;crowdfunding
2024-09-12 20:50:12;+02:00;Výnos;Výnos z investice;8,74;Meta Development II - 4. etapa ;https://b3130.preview.investown.net/property/kladno-krocehlavy-meta-development-ii-4.-etapa-79;crowdfunding
2024-09-12 11:37:55;+02:00;Výnos;Výnos z investice;4,37;Zámek Bezno – 2. etapa;https://b3130.preview.investown.net/property/bezno-zamek-bezno-2.-etapa-270;crowdfunding
2024-09-12 11:04:30;+02:00;Investice;Investice do příležitosti;-1000,00;Bytový dům Zádušní 1: 4. etapa;https://b3130.preview.investown.net/property/kladno-bytovy-dum-zadusni-1:-4.-etapa-139;crowdfunding
2024-09-12 11:00:59;+02:00;Vklad peněz;Bankovní převod;1000,00;;;
2024-09-11 22:37:53;+02:00;Výnos;Výnos z investice;7,12;Rodinné domy Červený dub – 1. etapa;https://b3130.preview.investown.net/property/praha-kostelec-nad-cernymi-lesy-rodinne-domy-cerveny-dub-1.-etapa-237;crowdfunding
2024-09-11 22:37:25;+02:00;Výnos;Výnos z investice;8,73;Bytový dům v Rakovníku – 1. etapa;https://b3130.preview.investown.net/property/rakovnik-bytovy-dum-v-rakovniku-1.-etapa-908;crowdfunding
2024-09-11 22:37:05;+02:00;Výnos;Výnos z investice;4,60;Rodinné domy Červený dub – 3. etapa;https://b3130.preview.investown.net/property/praha-kostelec-nad-cernymi-lesy-rodinne-domy-cerveny-dub-3.-etapa-721;crowdfunding
2024-09-10 18:17:18;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,44;Dům u sv. Václava – 1. tranše (E1) ;https://b3130.preview.investown.net/property/psary-dum-u-sv.-vaclava-1.-transe-e1-427;crowdfunding
2024-09-10 18:17:18;+02:00;Výnos;Výnos z investice;3,91;Dům u sv. Václava – 1. tranše (E1) ;https://b3130.preview.investown.net/property/psary-dum-u-sv.-vaclava-1.-transe-e1-427;crowdfunding
2024-09-09 15:43:35;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-09-09 15:43:35;+02:00;Výnos;Výnos z investice;4,50;Rezidence v Dolních Břežanech – 1. tranše (E2);https://b3130.preview.investown.net/property/dolni-brezany-rezidence-v-dolnich-brezanech-1.-transe-e2-537;crowdfunding
2024-09-09 14:02:32;+02:00;Výnos;Výnos z investice;0,17;Nový Černilov;https://b3130.preview.investown.net/property/hradec-kralove-novy-cernilov-666;crowdfunding
2024-09-09 12:13:47;+02:00;Výnos;Výnos z investice;4,21;Rezidenční bydlení Libochovice – 2. tranše (E1);https://b3130.preview.investown.net/property/libochovice-rezidencni-bydleni-libochovice-2.-transe-e1-677;crowdfunding
2024-09-08 19:32:29;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 21:02:20;+02:00;Investice;Investice do příležitosti;-1051,20;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-923;crowdfunding
2024-09-06 17:31:13;+02:00;Zákonné úroky z prodlení;Zákonné úroky z prodlení partnera;1,55;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:30:06;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:28:32;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:28:02;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:27:30;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:26:54;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:25:46;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:24:49;+02:00;Smluvní pokuta;Úroky z prodlení partnera;8,58;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 17:22:09;+02:00;Výnos;Výnos z investice;3,95;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-06 16:45:43;+02:00;Vrácení peněz;Vrácení investice;1000,00;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-373;crowdfunding
2024-09-05 17:53:19;+02:00;Výnos;Výnos z investice;7,72;Rodinné domy Hostivice – 4. etapa;https://b3130.preview.investown.net/property/hostivice-praha-zapad-rodinne-domy-hostivice-4.-etapa-472;crowdfunding
2024-09-04 11:17:26;+02:00;Bonusový výnos;Bonusový výnos podle úrovně;0,53;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2024-09-04 11:17:26;+02:00;Výnos;Výnos z investice;4,78;Domy v Dolních Věstonicích – 1. tranše (E1) ;https://b3130.preview.investown.net/property/dolni-vestonice-domy-v-dolnich-vestonicich-1.-transe-e1-909;crowdfunding
2024-09-03 18:34:19;+02:00;Zákonné úroky z prodlení;Zákonné úroky z prodlení partnera;0,06;Rodinné domy Hostivice – 4. etapa;https://b3130.preview.investown.net/property/hostivice-praha-zapad-rodinne-domy-hostivice-4.-etapa-472;crowdfunding
2024-09-03 18:32:48;+02:00;Smluvní pokuta;Úroky z prodlení partnera;0,33;Rodinné domy Hostivice – 4. etapa;https://b3130.preview.investown.net/property/hostivice-praha-zapad-rodinne-domy-hostivice-4.-etapa-472;crowdfunding
2024-09-03 08:47:04;+02:00;Investice;Investice do příležitosti;-849,64;Four Elements – 2. tranše (E1);https://b3130.preview.investown.net/property/antoninov-four-elements-2.-transe-e1-579;crowdfunding
2024-09-02 19:08:24;+02:00;Investice;Investice do příležitosti;-500,00;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-02 19:08:24;+02:00;Vrácení nabídky;Vrácení nabídky ke koupi na sekundárním trhu;500,00;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-02 17:33:39;+02:00;Nabídka ke koupi;Nabídka ke koupi na sekundárním trhu;-500,00;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-02 12:16:36;+02:00;Výnos;Výnos z investice;5,11;Ateliéry Neugraf – 1. tranše (E3) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-1.-transe-e3-453;crowdfunding
2024-09-01 18:00:41;+02:00;Vrácení nabídky;Vrácení nabídky ke koupi na sekundárním trhu;500,00;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-01 16:37:08;+02:00;Nabídka ke koupi;Nabídka ke koupi na sekundárním trhu;-500,00;Forest Views II;https://b3130.preview.investown.net/property/babice-u-rehenic-forest-views-ii-487;crowdfunding
2024-09-01 16:36:41;+02:00;Investice;Investice do příležitosti;-500,00;Rotunda Bratislava 1: 2. etapa;https://b3130.preview.investown.net/property/bratislava-rotunda-bratislava-1:-2.-etapa-227;crowdfunding
2024-09-01 16:35:31;+02:00;Investice;Investice do příležitosti;-1000,00;Halové prostory Kolín 1: 2. etapa;https://b3130.preview.investown.net/property/kolin-halove-prostory-kolin-1:-2.-etapa-844;crowdfunding
2024-09-01 16:34:26;+02:00;Investice;Investice do příležitosti;-1000,00;Apartmány Klecanda 1: 3. etapa;https://b3130.preview.investown.net/property/strazne-apartmany-klecanda-1:-3.-etapa-424;crowdfunding
2024-09-01 16:33:44;+02:00;Investice;Investice do příležitosti;-1000,00;Taneční studio Praha-Vršovice 1: 1. etapa;https://b3130.preview.investown.net/property/praha-vrsovice-tanecni-studio-praha-vrsovice-1:-1.-etapa-373;crowdfunding
2024-09-01 11:27:07;+02:00;Výnos;Výnos z investice;12,91;Areál Zákupy – 1. etapa;https://b3130.preview.investown.net/property/zakupy-areal-zakupy-1.-etapa-573;crowdfunding
2024-08-30 17:31:04;+02:00;Výnos;Výnos z investice;13,84;RD Dolní Loučky – 1. tranše (E2) ;https://b3130.preview.investown.net/property/dolni-loucky-brno-venkov-rd-dolni-loucky-1.-transe-e2-498;crowdfunding
2024-08-30 17:16:07;+02:00;Výnos;Výnos z investice;13,59;Bytové domy v Děčíně – 1. etapa;https://b3130.preview.investown.net/property/decin-bytove-domy-v-decine-1.-etapa-554;crowdfunding
2024-08-30 14:55:08;+02:00;Výnos;Výnos z investice;2,08;Jáchymovská 463/37-43;https://b3130.preview.investown.net/property/karlovy-vary-bohatice-jachymovska-46337-43-481;legacy
2024-08-30 14:52:20;+02:00;Výnos;Výnos z investice;1,88;Nejdecká 160/8, byt 10;https://b3130.preview.investown.net/property/karlovy-vary-rybare-nejdecka-810-206;legacy
2024-08-30 14:35:31;+02:00;Výnos;Výnos z investice;0,21;Jáchymovská 463/23;https://b3130.preview.investown.net/property/karlovy-vary-jachymovska-46323-468;legacy
2024-08-30 14:16:03;+02:00;Výnos;Výnos z investice;8,74;Ateliéry Neugraf – 2. tranše (E2) ;https://b3130.preview.investown.net/property/praha-smichov-ateliery-neugraf-2.-transe-e2-308;crowdfunding
2024-08-30 11:16:03;+02:00;Výnos;Výnos z investice;5,71;Areál Hladov – 4. etapa;https://b3130.preview.investown.net/property/hladov-areal-hladov-4.-etapa-20;crowdfunding
2024-08-30 09:29:14;+02:00;Výnos;Výnos z investice;14,83;Rodinné domy v Libeži – 1. etapa;https://b3130.preview.investown.net/property/libez-rodinne-domy-v-libezi-1.-etapa-606;crowdfunding
2024-08-29 19:56:02;+02:00;Částečné splacení jistiny;Částečné splacení jistiny;4730,79;Bytové jednotky Holandská – 2. tranše;https://b3130.preview.investown.net/property/praha-vrsovice-bytove-jednotky-holandska-2.-transe-698;crowdfunding
2024-08-29 14:16:22;+02:00;Výnos;Výnos z investice;11,56;Lux Apartments – 1. etapa;https://b3130.preview.investown.net/property/senica-lux-apartments-1.-etapa-708;crowdfunding
2024-08-29 08:48:51;+02:00;Investice;Investice do příležitosti;-300,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:48:50;+02:00;Vrácení nabídky;Vrácení nabídky ke koupi na sekundárním trhu;300,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:48:49;+02:00;Investice;Investice do příležitosti;-100,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:48:48;+02:00;Vrácení nabídky;Vrácení nabídky ke koupi na sekundárním trhu;100,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:48:48;+02:00;Investice;Investice do příležitosti;-50,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:48:47;+02:00;Vrácení nabídky;Vrácení nabídky ke koupi na sekundárním trhu;50,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
2024-08-29 08:42:53;+02:00;Nabídka ke koupi;Nabídka ke koupi na sekundárním trhu;-50,00;Residence Nad Lomničkou – 1. tranše (E1);https://b3130.preview.investown.net/property/zelezne-residence-nad-lomnickou-1.-transe-e1-265;crowdfunding
